Zippy 1000mAh 40C 2S
Found INA260 chip
time (ms), rpm, mA, V
3380, 20491, 648.75, 8.32,
3391, 20491, 631.25, 8.32,
3403, 20547, 651.25, 8.32,
3415, 20519, 631.25, 8.32,
3427, 20519, 656.25, 8.32,
3439, 20519, 656.25, 8.32,
3450, 20519, 656.25, 8.32,
3461, 20576, 646.25, 8.32,
3472, 20463, 650.00, 8.32,
3483, 20576, 620.00, 8.32,
3494, 20547, 631.25, 8.32,
3505, 20519, 636.25, 8.32,
3517, 20547, 648.75, 8.32,
3528, 20519, 670.00, 8.32,
3540, 20547, 642.50, 8.32,
3551, 20519, 612.50, 8.32,
3562, 20547, 647.50, 8.32,
3573, 20491, 640.00, 8.32,
3584, 20604, 640.00, 8.32,
3595, 20576, 653.75, 8.32,
3607, 20491, 642.50, 8.32,
3619, 20547, 633.75, 8.32,
3631, 20576, 650.00, 8.32,
3643, 20547, 621.25, 8.32,
3655, 20632, 655.00, 8.32,
3666, 20576, 608.75, 8.32,
3677, 20604, 650.00, 8.32,
3688, 20519, 647.50, 8.32,
3699, 20576, 641.25, 8.32,
3710, 20576, 642.50, 8.32,
3721, 20576, 631.25, 8.32,
3733, 20547, 645.00, 8.32,
3745, 20576, 648.75, 8.32,
3757, 20463, 632.50, 8.32,
3769, 20576, 635.00, 8.32,
3781, 20576, 643.75, 8.32,
3793, 20576, 650.00, 8.32,
3805, 20604, 638.75, 8.32,
3817, 20576, 650.00, 8.32,
3829, 20604, 638.75, 8.32,
3840, 20576, 617.50, 8.32,
3851, 20604, 596.25, 8.32,
3862, 20576, 610.00, 8.32,
3873, 20576, 633.75, 8.32,
3884, 20576, 647.50, 8.32,
3895, 20576, 637.50, 8.32,
3907, 20604, 652.50, 8.32,
3918, 20604, 646.25, 8.32,
3929, 20576, 636.25, 8.32,
3940, 20604, 623.75, 8.32,
3951, 20604, 627.50, 8.32,
3962, 20604, 646.25, 8.32,
3973, 20632, 657.50, 8.32,
3985, 20632, 655.00, 8.32,
3996, 20519, 655.00, 8.32,
4008, 20632, 638.75, 8.32,
4019, 20632, 618.75, 8.32,
4030, 20632, 622.50, 8.32,
4041, 20604, 642.50, 8.32,
4052, 20519, 621.25, 8.32,
4063, 20632, 650.00, 8.32,
4074, 20661, 655.00, 8.32,
4086, 20547, 666.25, 8.32,
4097, 20661, 636.25, 8.32,
4108, 20547, 656.25, 8.32,
4119, 20661, 642.50, 8.32,
4130, 20661, 622.50, 8.32,
4141, 20576, 656.25, 8.32,
4152, 20661, 615.00, 8.32,
4164, 20604, 642.50, 8.32,
4176, 20661, 650.00, 8.32,
4187, 20718, 640.00, 8.32,
4198, 20576, 625.00, 8.32,
4209, 20632, 617.50, 8.32,
4220, 20689, 645.00, 8.32,
4231, 20661, 643.75, 8.32,
4242, 20632, 640.00, 8.32,
4254, 20661, 603.75, 8.32,
4267, 20689, 638.75, 8.32,
4278, 20661, 580.00, 8.32,
4290, 20661, 596.25, 8.32,
4302, 20632, 592.50, 8.32,
4313, 20632, 607.50, 8.32,
4324, 20661, 637.50, 8.32,
4335, 20661, 636.25, 8.32,
4346, 20576, 626.25, 8.32,
4357, 20576, 596.25, 8.32,
4368, 20689, 591.25, 8.32,
4379, 20661, 603.75, 8.32,
4391, 20661, 618.75, 8.32,
4402, 20661, 628.75, 8.32,
4413, 20661, 643.75, 8.32,
4424, 20661, 613.75, 8.32,
4435, 20632, 631.25, 8.32,
4446, 20632, 643.75, 8.32,
4457, 20632, 618.75, 8.32,
4469, 20661, 625.00, 8.32,
4480, 20661, 592.50, 8.32,
4491, 20632, 588.75, 8.32,
4502, 20661, 585.00, 8.32,
4513, 20661, 578.75, 8.32,
4524, 20547, 570.00, 8.32,
4535, 20604, 603.75, 8.32,
4547, 20604, 607.50, 8.32,
4559, 20632, 605.00, 8.32,
4571, 20661, 603.75, 8.32,
4583, 20632, 632.50, 8.32,
4595, 20632, 607.50, 8.32,
4606, 20604, 612.50, 8.32,
4617, 20632, 617.50, 8.32,
4628, 20604, 638.75, 8.32,
4639, 20632, 626.25, 8.32,
4651, 20632, 610.00, 8.32,
4662, 20632, 603.75, 8.32,
4673, 20632, 630.00, 8.32,
