dafruit INA260 Test
Found INA260 chip
time (ms), rpm, mA, mA max
8370, 21897, 516.25, 4380.00,
8381, 21707, 657.50, 4380.00,
8392, 21645, 680.00, 4380.00,
8403, 21739, 685.00, 4380.00,
8414, 21676, 748.75, 4380.00,
8425, 21739, 737.50, 4380.00,
8436, 21739, 741.25, 4380.00,
8448, 21739, 737.50, 4380.00,
8459, 21676, 692.50, 4380.00,
8470, 21613, 488.75, 4380.00,
8481, 21582, 666.25, 4380.00,
8492, 21739, 577.50, 4380.00,
8503, 21834, 602.50, 4380.00,
8514, 21613, 685.00, 4380.00,
8525, 21645, 683.75, 4380.00,
8536, 21645, 557.50, 4380.00,
8547, 21739, 667.50, 4380.00,
8558, 21707, 755.00, 4380.00,
8569, 21613, 767.50, 4380.00,
8580, 21802, 667.50, 4380.00,
8591, 21802, 703.75, 4380.00,
8602, 21802, 627.50, 4380.00,
8613, 21802, 640.00, 4380.00,
8624, 21739, 668.75, 4380.00,
8635, 21707, 598.75, 4380.00,
8646, 21739, 712.50, 4380.00,
8657, 21676, 793.75, 4380.00,
8668, 21739, 731.25, 4380.00,
8679, 21707, 710.00, 4380.00,
8690, 21802, 742.50, 4380.00,
8701, 21676, 698.75, 4380.00,
8712, 21739, 660.00, 4380.00,
8723, 21739, 661.25, 4380.00,
8734, 21770, 626.25, 4380.00,
8745, 21676, 665.00, 4380.00,
8756, 21770, 560.00, 4380.00,
8767, 21802, 468.75, 4380.00,
8778, 21802, 623.75, 4380.00,
8790, 21707, 690.00, 4380.00,
8801, 21865, 738.75, 4380.00,
8812, 21834, 680.00, 4380.00,
8823, 21707, 700.00, 4380.00,
8834, 21897, 768.75, 4380.00,
8845, 21739, 626.25, 4380.00,
8856, 21739, 687.50, 4380.00,
8867, 21645, 647.50, 4380.00,
8878, 21865, 813.75, 4380.00,
8889, 21707, 827.50, 4380.00,
8900, 21770, 625.00, 4380.00,
8911, 21739, 730.00, 4380.00,
8922, 21834, 657.50, 4380.00,
8933, 21707, 687.50, 4380.00,
8944, 21834, 663.75, 4380.00,
8955, 21739, 631.25, 4380.00,
8966, 21676, 601.25, 4380.00,
8977, 21707, 586.25, 4380.00,
8988, 21489, 753.75, 4380.00,
8999, 19264, 713.75, 4380.00,
9010, 21707, 735.00, 4380.00,
9021, 21707, 738.75, 4380.00,
9032, 21834, 772.50, 4380.00,
9043, 21707, 728.75, 4380.00,
9054, 21770, 660.00, 4380.00,
9065, 21676, 746.25, 4380.00,
9076, 21707, 628.75, 4380.00,
9088, 21707, 648.75, 4380.00,
9099, 21676, 636.25, 4380.00,
9110, 21582, 690.00, 4380.00,
9121, 21739, 812.50, 4380.00,
9132, 21739, 496.25, 4380.00,
9143, 21739, 752.50, 4380.00,
9154, 21770, 692.50, 4380.00,
9165, 21739, 666.25, 4380.00,
9176, 21739, 633.75, 4380.00,
9187, 21770, 511.25, 4380.00,
9198, 21645, 628.75, 4380.00,
9209, 21676, 693.75, 4380.00,
9220, 21707, 635.00, 4380.00,
9231, 21770, 811.25, 4380.00,
9242, 21707, 703.75, 4380.00,
9253, 21613, 657.50, 4380.00,
9264, 21770, 723.75, 4380.00,
9275, 21707, 752.50, 4380.00,
9286, 21676, 673.75, 4380.00,
9297, 21802, 618.75, 4380.00,
9308, 21707, 562.50, 4380.00,
9319, 21613, 606.25, 4380.00,
9330, 21676, 752.50, 4380.00,
9341, 21834, 647.50, 4380.00,
9352, 21707, 583.75, 4380.00,
9363, 21770, 761.25, 4380.00,
9374, 21739, 631.25, 4380.00,
9385, 5713, 730.00, 4380.00,
9396, 21613, 733.75, 4380.00,
9407, 21865, 691.25, 4380.00,
9418, 21739, 638.75, 4380.00,
9430, 21739, 583.75, 4380.00,
9441, 21707, 662.50, 4380.00,
9452, 21739, 785.00, 4380.00,
9463, 21645, 702.50, 4380.00,
9474, 21645, 710.00, 4380.00,
9485, 21676, 686.25, 4380.00,
9496, 21707, 716.25, 4380.00,
9507, 21645, 698.75, 4380.00,
9518, 21707, 686.25, 4380.00,
9529, 21770, 623.75, 4380.00,
9540, 21739, 597.50, 4380.00,
9551, 21770, 603.75, 4380.00,
9562, 21707, 552.50, 4380.00,
9573, 21676, 648.75, 4380.00,
9584, 21739, 660.00, 4380.00,
9597, 21865, 688.75, 4380.00,
9608, 21707, 758.75, 4380.00,
9619, 21802, 713.75, 4380.00,
9630, 21707, 577.50, 4380.00,
9641, 21613, 566.25, 4380.00,
9652, 21834, 567.50, 4380.00,
9663, 19264, 651.25, 4380.00,
9674, 21707, 597.50, 4380.00,
9686, 21676, 681.25, 4380.00,
9697, 21676, 705.00, 4380.00,
9708, 21676, 660.00, 4380.00,
9719, 21739, 720.00, 4380.00,
9730, 21834, 720.00, 4380.00,
9741, 21582, 701.25, 4380.00,
9752, 21865, 643.75, 4380.00,
9763, 21770, 657.50, 4380.00,
9774, 21613, 646.25, 4380.00,
9785, 21676, 766.25, 4380.00,
9796, 21834, 735.00, 4380.00,
9807, 21865, 766.25, 4380.00,
9818, 21802, 648.75, 4380.00,
9829, 21707, 563.75, 4380.00,
9840, 21770, 702.50, 4380.00,
9851, 21802, 668.75, 4380.00,
9862, 21865, 360.00, 4380.00,
9873, 21676, 0.00, 4380.00,
9884, 21582, 0.00, 4380.00,
9895, 21459, 0.00, 4380.00,
9906, 21489, 0.00, 4380.00,
9917, 21216, 0.00, 4380.00,
9928, 21156, 0.00, 4380.00,
9939, 21037, 0.00, 4380.00,
9950, 20979, 0.00, 4380.00,
9961, 20862, 0.00, 4380.00,
9972, 20862, 0.00, 4380.00,
9984, 20689, 0.00, 4380.00,
9995, 20632, 0.00, 4380.00,
10006, 20435, 0.00, 4380.00,
10017, 20380, 0.00, 4380.00,
10028, 20380, 0.00, 4380.00,
10039, 20242, 0.00, 4380.00,
10050, 20188, 0.00, 4380.00,
10061, 20053, 0.00, 4380.00,
10072, 19973, 0.00, 4380.00,
10083, 19867, 0.00, 4380.00,
10094, 19841, 0.00, 4380.00,
10105, 19736, 0.00, 4380.00,
10116, 19582, 0.00, 4380.00,
10127, 19582, 0.00, 4380.00,
10138, 19505, 0.00, 4380.00,
10149, 19430, 0.00, 4380.00,
10160, 19305, 0.00, 4380.00,
10171, 19255, 0.00, 4380.00,
10182, 19108, 0.00, 4380.00,
10193, 19035, 0.00, 4380.00,
10204, 19011, 0.00, 4380.00,
10215, 18891, 0.00, 4380.00,
10226, 18844, 0.00, 4380.00,
10237, 18726, 0.00, 4380.00,
10248, 18610, 0.00, 4380.00,
10259, 18587, 0.00, 4380.00,
10270, 18518, 0.00, 4380.00,
10281, 18404, 1.25, 4380.00,
10292, 18337, 0.00, 4380.00,
10303, 18292, 0.00, 4380.00,
10314, 18226, 0.00, 4380.00,
10326, 18094, 0.00, 4380.00,
10337, 18028, 0.00, 4380.00,
10348, 17857, 0.00, 4380.00,
10359, 17899, 0.00, 4380.00,
10370, 17814, 0.00, 4380.00,
10381, 17751, 0.00, 4380.00,
10392, 17647, 0.00, 4380.00,
10403, 17647, 0.00, 4380.00,
10414, 17584, 0.00, 4380.00,
10425, 17441, 0.00, 4380.00,
10436, 17401, 0.00, 4380.00,
10447, 17341, 0.00, 4380.00,
10458, 17261, 0.00, 4380.00,
10469, 17201, 0.00, 4380.00,
10480, 17123, 0.00, 4380.00,
10491, 17084, 0.00, 4380.00,
10502, 17006, 0.00, 4380.00,
10513, 16949, 0.00, 4380.00,
10524, 16891, 0.00, 4380.00,
10535, 16778, 0.00, 4380.00,
10546, 16648, 0.00, 4380.00,
10557, 16666, 0.00, 4380.00,
10568, 16592, 0.00, 4380.00,
10579, 16538, 0.00, 4380.00,
10590, 16483, 0.00, 4380.00,
10601, 16393, 0.00, 4380.00,
10612, 16339, 0.00, 4380.00,
10624, 16268, 0.00, 4380.00,
10635, 16216, 0.00, 4380.00,
10646, 16163, 0.00, 4380.00,
10657, 16042, 0.00, 4380.00,
10668, 16025, 0.00, 4380.00,
10679, 15957, 0.00, 4380.00,
10690, 15906, 0.00, 4380.00,
10701, 15839, 0.00, 4380.00,
10712, 15723, 0.00, 4380.00,
10723, 15789, 0.00, 4380.00,
10734, 15673, 0.00, 4380.00,
10745, 15625, 0.00, 4380.00,
10756, 15560, 0.00, 4380.00,
10767, 15479, 0.00, 4380.00,
10778, 15432, 0.00, 4380.00,
10789, 15337, 0.00, 4380.00,
10800, 15306, 0.00, 4380.00,
10811, 15259, 0.00, 4380.00,
10822, 15182, 0.00, 4380.00,
10833, 15120, 0.00, 4380.00,
10844, 15015, 0.00, 4380.00,
10855, 15000, 0.00, 4380.00,
10866, 15015, 0.00, 4380.00,
10877, 14895, 0.00, 4380.00,
10888, 14866, 0.00, 4380.00,
10899, 14778, 0.00, 4380.00,
10910, 14734, 0.00, 4380.00,
10921, 14691, 0.00, 4380.00,
10932, 14634, 0.00, 4380.00,
10943, 14563, 0.00, 4380.00,
10954, 14506, 0.00, 4380.00,
10966, 14409, 0.00, 4380.00,
10977, 14367, 0.00, 4380.00,
10988, 14312, 0.00, 4380.00,
10999, 14245, 0.00, 4380.00,
11010, 14258, 0.00, 4380.00,
11021, 14150, 0.00, 4380.00,
11032, 14164, 0.00, 4380.00,
11043, 14071, 0.00, 4380.00,
11054, 14005, 0.00, 4380.00,
11065, 13940, 0.00, 4380.00,
11076, 13914, 0.00, 4380.00,
11087, 13824, 0.00, 4380.00,
11098, 13786, 0.00, 4380.00,
11109, 13736, 0.00, 4380.00,
11120, 13711, 0.00, 4380.00,
11131, 13574, 0.00, 4380.00,
11142, 13586, 0.00, 4380.00,
11153, 13489, 0.00, 4380.00,
11164, 13477, 0.00, 4380.00,
11175, 13380, 0.00, 4380.00,
11186, 13380, 0.00, 4380.00,
11197, 13321, 0.00, 4380.00,
11208, 13274, 0.00, 4380.00,
11219, 13215, 0.00, 4380.00,
11230, 13146, 0.00, 4380.00,
11241, 13111, 0.00, 4380.00,
11252, 13066, 0.00, 4380.00,
11264, 12964, 0.00, 4380.00,
11275, 12975, 0.00, 4380.00,
11286, 12897, 0.00, 4380.00,
11297, 12842, 0.00, 4380.00,
11308, 12820, 0.00, 4380.00,
11319, 12765, 0.00, 4380.00,
11330, 12733, 0.00, 4380.00,
11341, 12658, 0.00, 4380.00,
11352, 12605, 0.00, 4380.00,
11363, 12552, 0.00, 4380.00,
11374, 12500, 0.00, 4380.00,
11385, 12417, 0.00, 4380.00,
11396, 12427, 0.00, 4380.00,
11407, 12366, 0.00, 4380.00,
11418, 12305, 0.00, 4380.00,
11429, 12234, 0.00, 4380.00,
11440, 12205, 0.00, 4380.00,
11451, 12185, 0.00, 4380.00,
11462, 12116, 0.00, 4380.00,
11473, 12057, 0.00, 4380.00,
11484, 11961, 0.00, 4380.00,
11495, 11971, 0.00, 4380.00,
11506, 11895, 0.00, 4380.00,
11517, 11857, 0.00, 4380.00,
11528, 11820, 0.00, 4380.00,
11539, 11764, 0.00, 4380.00,
11550, 11727, 0.00, 4380.00,
11561, 11673, 0.00, 4380.00,
11572, 11645, 0.00, 4380.00,
11583, 11547, 0.00, 4380.00,
11594, 11538, 0.00, 4380.00,
11606, 11476, 0.00, 4380.00,
11617, 11398, 0.00, 4380.00,
11628, 11380, 0.00, 4380.00,
11639, 11337, 0.00, 4380.00,
11650, 11261, 0.00, 4380.00,
11661, 11244, 0.00, 4380.00,
11672, 11169, 0.00, 4380.00,
11683, 11169, 0.00, 4380.00,
11694, 11152, 0.00, 4380.00,
11705, 11053, 0.00, 4380.00,
11716, 11045, 0.00, 4380.00,
11727, 10940, 0.00, 4380.00,
11738, 10924, 0.00, 4380.00,
11749, 10861, 0.00, 4380.00,
11760, 10799, 0.00, 4380.00,
11771, 10768, 0.00, 4380.00,
11782, 10760, 0.00, 4380.00,
11793, 10714, 0.00, 4380.00,
11804, 10660, 0.00, 4380.00,
11815, 10585, 0.00, 4380.00,
11826, 10570, 0.00, 4380.00,
11837, 10526, 0.00, 4380.00,
11848, 10474, 0.00, 4380.00,
11859, 10438, 0.00, 4380.00,
11870, 10344, 0.00, 4380.00,
11881, 10323, 0.00, 4380.00,
11892, 10295, 0.00, 4380.00,
11904, 10197, 0.00, 4380.00,
